Attribute,Description,Valid Values,DependsOn,Properties,Required,Parent,DependsOn Component,Source,Validation Rules
Satellite Metastasis Present Indicator,A yes/no indicator to ask if intransit metastases or satellite lesions are present.,"Yes, No, unknown","","",FALSE,Diagnosis,"","",""
Other Biopsy Resection Site,A description of the location on or within the human body where the surgical biopsy/resection procedure was performed (Not covered under  Clinical Data Tier 1),"","","",FALSE,Diagnosis,"","",""
Extent of Tumor Resection,"The degree to which the lesion has been cut out, or resected.","Gross Total Resection, Open Biopsy, Subtotal Resection, Extensive Subtotal, Minor, Optimal debulking, Other, Partial debulking, Segmental, Suboptimal, Suboptimal debulking, NTR, unknown, Not Reported, Not Applicable      ","","",FALSE,Diagnosis,"","",""
Precancerous Condition Type,The classification of pre-cancerous cells found in a specific collection of data being studied by the Consortium for Molecular and Cellular Characterization of Screen-Detected Lesions (MCL).,"Ductal Carcinoma In Situ,Pancreatic Intraductal Papillary-Mucinous Neoplasm,Atypical Adenomatous Lung Hyperplasia,Other,Pancreatic Intraepithelial Neoplasia,Prostatic Intraepithelial Neoplasia,Melanocytic hyperplasia,Atypical melanocytic proliferation,Melanoma in situ,Superficial spreading,Melanoma in situ,Lentigo maligna type,Melanoma in situ,Acral-lentiginous,Melanoma in situ arising in a giant congenital nevus,Persistent melanoma in situ,Melanoma in situ not otherwise classified,Scar - no residual melanoma,Invasive melanoma - superficial spreading,Invasive melanoma - nodular type,Invasive melanoma - lentigo maligna,Invasive melanoma - acral lentiginous,Invasive melanoma - desmoplastic,Invasive melanoma - nevoid,Invasive melanoma,Normal WDA,Reserve cell hyperplasia,Squamous metaplasia - mature,Squamous metaplasia - immature,Mild dysplasia,Moderate dysplasia,Severe dysplasia,Atypical adenomatous hyperplasia,Adenocarcinoma in situ - non mucinous,Adenocarcinoma in situ - mucinous,Benign tumor NOS,Hamartoma,Carcinoma NOS,No diagnosis possible","","",FALSE,Diagnosis,"","",""
Mode of Cancer Detection,"Text term used to describe the mode of cancer detection, like standard of care screening or random detection","Standard of Care Screening, Clinical Examination of unrelated cancer symptoms, Incidentaloma, Interval Cancer, Data not available","","",FALSE,Diagnosis,"","",""
Gleason Grade Group,"The text term used to describe the overall grouping of grades defined by the Gleason grading classification, which is used to determine the aggressiveness of prostate cancer. Note that this grade describes the entire prostatectomy specimen and is not specific to the sample used for sequencing.","Group 1, Group 2, Group 3, Group 4, Group 5","","",FALSE,Diagnosis,"","",""
Gleason Grade Tertiary,The text term used to describe the tertiary pattern as described by the Gleason Grading System.,"Pattern 4, Pattern 5","","",FALSE,Diagnosis,"","",""
Gleason Patterns Percent,"Numeric value that represents the percentage of Patterns 4 and 5, which is used when the Gleason score is greater than 7 to predict prognosis.","","","",FALSE,Diagnosis,"","",""
Greatest Tumor Dimension,Numeric value that represents the measurement of the widest portion of the tumor in centimeters.,"","","",FALSE,Diagnosis,"","",""
Lymph Node Involved Site,The text term used to describe the anatomic site of lymph node involvement.,"Axillary,Cervical,Epitrochlear,Femoral,Hilar,Iliac-common,Iliac-external,Iliac, NOS,Inguinal,Mediastinal,Mesenteric,None,Occipital,Paraaortic,Parotid,Popliteal,Retroperitoneal,Splenic,Submandibular,Supraclavicular,unknown,Not Reported","","",FALSE,Diagnosis,"","",""
Margin Distance,Numeric value (in centimeters) that represents the distance between the tumor and the surgical margin.,"","","",FALSE,Diagnosis,"","",""
Margins Involved edulloblastoma Molecular ClassificationSite,The text term used to describe the anatomic sites that were involved in the survival margins.,"Gerota Fascia, Parenchyma, Perinephric Fat, Renal, Renal Capsule, Renal Sinus, Renal Vein, Ureter","","",FALSE,Diagnosis,"","",""
M,The text term used to describe the classification of medulloblastoma tumors based on molecular features.,"Not Determined, Non-WNT/non-SHH Activated, SHH-Activated, WNT-Activated, unknown, Not Reported","","",FALSE,Diagnosis,"","",""
Micropapillary Features,The yes/no/unknown indicator used to describe whether micropapillary features were determined to be present.,"Absent, Present, unknown, Not Reported","","",FALSE,Diagnosis,"","",""
Non Nodal Regional Disease,The text term used to describe whether the patient had non-nodal regional disease.,"Absent, Indeterminate, Present, unknown, Not Reported","","",FALSE,Diagnosis,"","",""
Non Nodal Tumor Deposits,The yes/no/unknown indicator used to describe the presence of tumor deposits in the pericolic or perirectal fat or in adjacent mesentery away from the leading edge of the tumor.,"Yes, No, unknown, Not Reported","","",FALSE,Diagnosis,"","",""
Ovarian Specimen Status,The text term used to describe the physical condition of the involved ovary.,"Ovarian Capsule Intact, Ovarian Capsule Ruptured, Ovarian Capsule Fragmented, unknown, Not Reported","","",FALSE,Diagnosis,"","",""
Ovarian Surface Involvement,The text term that describes whether the surface tissue (outer boundary) of the ovary shows evidence of involvement or presence of cancer.,"Absent, Present, Indeterminate, unknown, Not Reported","","",FALSE,Diagnosis,"","",""
Pregnant at Diagnosis,The text term used to indicate whether the patient was pregnant at the time they were diagnosed.,"Yes, No, unknown, Not Reported","","",FALSE,Diagnosis,"","",""
Primary Gleason Grade,"The text term used to describe the primary Gleason score, which describes the pattern of cells making up the largest area of the tumor. The primary and secondary Gleason pattern grades are combined to determine the patient's Gleason grade group, which is used to determine the aggresiveness of prostate cancer. Note that this grade describes the entire prostatectomy specimen and is not specific to the sample used for sequencing.","Pattern 1, Pattern 2, Pattern 3, Pattern 4, Pattern 5","","",FALSE,Diagnosis,"","",""
Secondary Gleason Grade,"The text term used to describe the secondary Gleason score, which describes the pattern of cells making up the second largest area of the tumor. The primary and secondary Gleason pattern grades are combined to determine the patient's Gleason grade group, which is used to determine the aggresiveness of prostate cancer. Note that this grade describes the entire prostatectomy specimen and is not specific to the sample used for sequencing.","Pattern 1, Pattern 2, Pattern 3, Pattern 4, Pattern 5","","",FALSE,Diagnosis,"","",""
WHO CNS Grade,WHO CNS Grade,"Grade I, Grade II, Grade III, Grade IV, Grade Not Assigned, unknown, Not Reported","","",FALSE,Diagnosis,"","",""
WHO NTE Grade,WHO NTE Grade,"G1, G2, G3, GX, unknown, Not Reported","","",FALSE,Diagnosis,"","",""
Age at Diagnosis,Age at the time of diagnosis expressed in number of days since birth.,"","","",TRUE,Diagnosis,"",https://cdebrowser.nci.nih.gov/cdebrowserClient/cdeBrowser.html#/search?publicId=3225640&version=2.0,""
Days to Last Follow up,"Time interval from the date of last follow up to the date of initial pathologic diagnosis, represented as a calculated number of days.","","","",TRUE,Diagnosis,"",https://cdebrowser.nci.nih.gov/cdebrowserClient/cdeBrowser.html#/search?publicId=3008273&version=1.0,""
Days to Last Known Disease Status,"Time interval from the date of last follow up to the date of initial pathologic diagnosis, represented as a calculated number of days.","","","",TRUE,Diagnosis,"",https://cdebrowser.nci.nih.gov/cdebrowserClient/cdeBrowser.html#/search?publicId=3008273&version=1.0,""
Last Known Disease Status,Text term that describes the last known state or condition of an individual's neoplasm.,"Distant met recurrence/progression, Loco-regional recurrence/progression, Biochemical evidence of disease without structural correlate, Tumor free, unknown tumor status, With tumor, Not Reported, Not Allowed To Collect, Not Applicable","","",TRUE,Diagnosis,"",https://cdebrowser.nci.nih.gov/cdebrowserClient/cdeBrowser.html#/search?publicId=2759550&version=1.0,""
Primary Diagnosis,"Text term used to describe the patient's histologic diagnosis, as described by the World Health Organization's (WHO) International Classification of Diseases for Oncology (ICD-O).","Acinar cell carcinoma,Acute basophilic leukaemia,Acute leukemia Burkitt type,Acute leukemia NOS,Acute lymphatic leukemia,Acute lymphoblastic leukemia-lymphoma NOS,Acute lymphoblastic leukemia mature B-cell type,Acute lymphoblastic leukemia NOS,Acute lymphoblastic leukemia precursor cell type,Acute lymphocytic leukemia,Acute lymphoid leukemia,Acute myeloid leukemia minimal differentiation,Acute myeloid leukemia MLL,Acute myeloid leukemia NOS,Acute myelomonocytic leukemia,Acute promyelocytic leukemia NOS,Adenocarcinoid tumor,Adenocarcinoma combined with other types of carcinoma,Adenocarcinoma in a polyp NOS,Adenocarcinoma in adenomatous polyp,Adenocarcinoma in polypoid adenoma,Adenocarcinoma in situ in a polyp NOS,Adenocarcinoma in situ in adenomatous polyp,Adenocarcinoma in situ in tubular adenoma,Adenocarcinoma in situ mucinous,Adenocarcinoma in situ non-mucinous,Adenocarcinoma in situ NOS,Adenocarcinoma in tubular adenoma,Adenocarcinoma in villous adenoma,Adenocarcinoma of anal ducts,Adenocarcinoma of anal glands,Adenocarcinoma diffuse type,Adenocarcinoma endocervical type,Adenocarcinoma intestinal type,Adenocarcinoma metastatic NOS,Adenocarcinoma NOS,Adenocarcinoma pancreatobiliary type,Adult rhabdomyoma,Adult T-cell lymphoma,Adult T-cell lymphoma/leukemia,Astrocytoma anaplastic,Astrocytoma low grade,Astrocytoma NOS,B cell lymphoma NOS,B lymphoblastic leukemia/lymphoma with hyperdiploidy,B lymphoblastic leukemia/lymphoma with hypodiploidy (Hypodiploid ALL),B lymphoblastic leukemia/lymphoma NOS,B-ALL,B-cell lymphocytic leukemia/small lymphocytic lymphoma,Basal cell adenocarcinoma,Basal cell adenoma,Basal cell carcinoma NOS,Basal cell epithelioma,Basal cell tumor,Basophil adenocarcinoma,Basophil adenoma,Basophil carcinoma,Bile duct adenocarcinoma,Bile duct adenoma,Bile duct carcinoma,Bile duct cystadenocarcinoma,Bile duct cystadenoma,Bronchial adenoma carcinoid,Bronchial adenoma cylindroid,Bronchial adenoma NOS,Bronchial-associated lymphoid tissue lymphoma,Bronchio-alveolar carcinoma mixed mucinous and non-mucinous,Bronchio-alveolar carcinoma mucinous,Bronchiolar adenocarcinoma,Bronchiolar carcinoma,Bronchiolo-alveolar adenocarcinoma NOS,Bronchiolo-alveolar carcinoma Clara cell,Bronchiolo-alveolar carcinoma Clara cell and goblet cell type,Bronchiolo-alveolar carcinoma goblet cell type,Bronchiolo-alveolar carcinoma indeterminate type,Bronchiolo-alveolar carcinoma non-mucinous,Bronchiolo-alveolar carcinoma NOS,Burkitt cell leukemia,Burkitt lymphoma NOS (Includes all variants),Burkitt tumor,Burkitt-like lymphoma,c-ALL,Cancer,Capillary hemangioma,Capillary lymphangioma,Carcinoma in a polyp NOS,Carcinoma in adenomatous polyp,Carcinoma in pleomorphic adenoma,Carcinoma in situ in a polyp NOS,Carcinoma in situ in adenomatous polyp,Carcinoma in situ NOS,Carcinoma anaplastic NOS,Carcinoma diffuse type,Carcinoma intestinal type,Carcinoma metastatic NOS,Carcinoma NOS,Carcinosarcoma NOS,Carcinoma undifferentiated NOS,Cementoma NOS,Central neuroblastoma,Central neurocytoma,Cerebellar liponeurocytoma,Cerebellar sarcoma NOS,Cervical intraepithelial neoplasia grade III,Cervical intraepithelial neoplasia low grade,Chondroma NOS,Chondrosarcoma grade 2/3,Chronic granulocytic leukemia BCR/ABL,Chronic granulocytic leukemia NOS,Chronic granulocytic leukemia Philadelphia chromosome (Ph1) positive,Chronic leukemia NOS,Chronic lymphatic leukemia,Chronic lymphocytic leukemia,Chronic lymphocytic leukemia B-cell type (includes all variants of BCLL),Chronic lymphoid leukemia,Chronic monocytic leukemia,Chronic myelocytic leukemia NOS,Chronic myelogenous leukemia BCR-ABL positive,Chronic myelogenous leukemia Philadelphia chromosome (Ph 1) positive,Chronic myeloid leukemia NOS,Chronic myelomonocytic leukemia in transformation,Chronic myelomonocytic leukemia NOS,Chronic myelomonocytic leukemia Type 1,Chronic myelomonocytic leukemia Type II,Chronic myeloproliferative disease NOS,Chronic myeloproliferative disorder,Chronic neutrophilic leukemia,Classical Hodgkin lymphoma lymphocyte depletion diffuse fibrosis,Classical Hodgkin lymphoma lymphocyte depletion NOS,Classical Hodgkin lymphoma lymphocyte depletion reticular,Classical Hodgkin lymphoma lymphocyte-rich,Classical Hodgkin lymphoma mixed cellularity NOS,Classical Hodgkin lymphoma nodular sclerosis cellular phase,Classical Hodgkin lymphoma nodular sclerosis grade 1,Classical Hodgkin lymphoma nodular sclerosis grade 2,Classical Hodgkin lymphoma nodular sclerosis NOS,Combined hepatocellular carcinoma and cholangiocarcinoma,Combined large cell neuroendocrine carcinoma,Combined small cell carcinoma,Combined small cell-adenocarcinoma,Combined small cell-large carcinoma,Combined small cell-squamous cell carcinoma,Combined/mixed carcinoid and adenocarcinoma,Composite Hodgkin and non-Hodgkin lymphoma,Dermal nevus,Dermatofibroma NOS,Diffuse astrocytoma IDH-mutant,Diffuse astrocytoma IDH-wildtype,Diffuse astrocytoma low grade,Diffuse large B-cell lymphoma NOS,Diffuse melanocytosis,Duct adenocarcinoma NOS,Duct adenoma NOS,Duct carcinoma desmoplastic type,Duct carcinoma NOS,Duct cell carcinoma,Ductal carcinoma in situ NOS,Ductal carcinoma NOS,Dysplastic nevus,Endometrial sarcoma NOS,Endometrioid adenocarcinoma NOS,Endometrioid adenofibroma NOS,Endometrioid adenoma NOS,Endometrioid carcinoma NOS,Eosinophil adenocarcinoma,Eosinophil adenoma,Eosinophil carcinoma,Eosinophilic granuloma,Eosinophilic leukemia,Ependymoma NOS,Epidermoid carcinoma in situ NOS,Epidermoid carcinoma NOS,Epithelial tumor benign,Epithelial tumor malignant,Esophageal glandular dysplasia (intraepithelial neoplasia) high grade,Esophageal glandular dysplasia (intraepithelial neoplasia) low grade,Esophageal intraepithelial neoplasia high grade,Esophageal squamous intraepithelial neoplasia (dysplasia) high grade,Esophageal squamous intraepithelial neoplasia (dysplasia) low grade,Ewing sarcoma,Ganglioglioma NOS,Familial adenomatous polyposis,Gastrin cell tumor,Gastrin cell tumor malignant,Gastrinoma malignant,Gastrinoma NOS,Gastrointestinal stromal tumor malignant,Glioblastoma,Glioma malignant,Glioma NOS,Haemangioblastoma,Haemangiosarcoma,Hepatocarcinoma,Hepatocellular adenoma,Hepatocellular carcinoma NOS,Hepatocholangiocarcinoma,Hepatoid adenocarcinoma,Hepatoid carcinoma,Hodgkin disease NOS,Hodgkin granuloma,Hodgkin lymphoma mixed cellularity NOS,Hodgkin lymphoma nodular sclerosis NOS,Hodgkin lymphoma NOS,Hodgkin paragranuloma NOS,Hodgkin sarcoma,Infiltrating basal cell carcinoma NOS, Infiltrating duct carcinoma NOS, Infiltrating duct and colloid carcinoma,Infiltrating duct and cribriform carcinoma,Inflammatory adenocarcinoma,Inflammatory carcinoma,Interstitial cell tumor benign,Interstitial cell tumor malignant,Interstitial cell tumor NOS,Intracystic papilloma,Intradermal nevus,Intraductal adenocarcinoma noninfiltrating NOS,Intraductal and lobular carcinoma,Intraductal carcinoma and lobular carcinoma in situ,Intraductal carcinoma clinging,Intraductal carcinoma noninfiltrating NOS,Intraductal carcinoma NOS,Intraductal carcinoma solid type,Intraductal micropapillary carcinoma,Intraductal papillary adenocarcinoma with invasion,Intraductal papillary adenocarcinoma NOS,Intraductal papillary carcinoma,Intraductal tubular-papillary neoplasm high grade,Intraductal tubular-papillary neoplasm low grade,Intraductal tubulopapillary neoplasm,Intraepidermal carcinoma NOS,Intraepidermal squamous cell carcinoma Bowen type,Intravascular B-cell lymphoma,Juvenile myelomonocytic leukemia,Kaposi sarcoma,Large cell carcinoma NOS,Liposarcoma differentiated,Liposarcoma NOS,Liposarcoma well differentiated,Liver cell adenoma,Liver cell carcinoma,Lobular adenocarcinoma,Lobular and ductal carcinoma,Lobular carcinoma in situ NOS,Lobular carcinoma noninfiltrating,Lobular carcinoma NOS,Lymphatic leukemic NOS,Lymphoblastic leukemia NOS,Lymphoblastoma,Lymphocytic leukemia NOS,Lymphoma NOS,Malignancy,Malignant lymphoma diffuse NOS,Malignant lymphoma Hodgkin,Malignant lymphoma immunoblastic NOS,Malignant lymphoma large B-cell diffuse NOS,Malignant lymphoma large B-cell NOS,Malignant lymphoma large cell NOS,Malignant lymphoma lymphoblastic NOS,Malignant lymphoma lymphocytic diffuse NOS,Malignant lymphoma lymphocytic nodular NOS,Malignant lymphoma lymphocytic NOS,Malignant lymphoma mixed cell type diffuse,Malignant lymphoma mixed cell type follicular,Malignant lymphoma mixed cell type nodular,Malignant lymphoma nodular NOS,Malignant lymphoma non-Hodgkin NOS,Malignant lymphoma NOS,Malignant lymphoma small B lymphocytic NOS,Malignant melanoma in congenital melanocytic nevus,Malignant melanoma in giant pigmented nevus,Malignant melanoma in Hutchinson melanotic freckle,Malignant melanoma in junctional nevus,Malignant melanoma in precancerous melanosis,Malignant melanoma NOS,Malignant melanoma regressing,Mammary carcinoma in situ,Medullary adenocarcinoma,Medullary carcinoma NOS,Medullary osteosarcoma,Medulloblastoma NOS,Melanoameloblastoma,Melanocytic nevus,Melanocytoma eyeball,Melanocytoma NOS,Melanoma in situ,Melanoma malignant of soft parts,Melanoma NOS,Melanotic medulloblastoma,Melanotic MPNST,Melanotic neuroectodermal tumor,Melanotic neurofibroma,Melanotic progonoma,Melanotic psammomatous MPNST,Melanotic schwannoma,Meningeal melanocytoma,Meningeal melanoma,Meningioma anaplastic,Meningioma malignant,Meningioma NOS,Micropapillary carcinoma NOS,Mixed adenocarcinoma and epidermoid carcinoma,Mixed adenocarcinoma and squamous cell carcinoma,Mixed medullary-follicular carcinoma,Mixed medullary-papillary carcinoma,Mixed pancreatic endocrine and exocrine tumor malignant,Mixed pineal tumor,Mixed small cell carcinoma,Mixed squamous cell and glandular papilloma,Mixed tumor malignant NOS,Mixed tumor NOS,Monocytic leukemia NOS,Mucosal-associated lymphoid tissue lymphoma,Mucous adenocarcinoma,Multiple myeloma,Myelocytic leukemia NOS,Myeloid leukemia NOS,Myeloma NOS,Myoepithelioma,Neoplasm benign,Neoplasm malignant,Neoplasm malignant uncertain whether primary or metastatic,Neoplasm metastatic,Neoplasm NOS,Neoplasm secondary,Neoplasm uncertain whether benign or malignant,Nephroblastoma NOS,Neuroblastoma NOS,Neuroendocrine carcinoma NOS,Neuroepithelioma NOS,Neurofibroma NOS,Neurofibromatosis NOS,Neurofibrosarcoma,Neurosarcoma,Nevus NOS,Non-Hodgkin lymphoma NOS,Non-invasive low grade serous carcinoma,Non-lymphocytic leukemia NOS,Non-small cell carcinoma,Nonpigmented nevus,Not Reported,Oat cell carcinoma,Osteoblastoma malignant,Osteoblastoma NOS,Osteosarcoma NOS,Paget disease and infiltrating duct carcinoma of breast,Paget disease and intraductal carcinoma of breast,Paget disease of breast,Paget disease extramammary,Paget disease mammary,Pagetoid reticulosis,Pancreatic endocrine tumor benign,Pancreatic endocrine tumor malignant,Pancreatic endocrine tumor nonfunctioning,Pancreatic endocrine tumor NOS,Pancreatic microadenoma,Pancreatobiliary neoplasm non-invasive,Pancreatobiliary-type carcinoma,Pancreatoblastoma,Papillary adenocarcinoma follicular variant,Papillary adenocarcinoma NOS,Papillary adenofibroma,Papillary adenoma NOS,Papillary and follicular carcinoma,Papillary carcinoma in situ,Papillary carcinoma NOS,Papillary cystadenoma NOS,Papillary epidermoid carcinoma,Papillary glioneuronal tumor,Papillary meningioma,Papillary microcarcinoma,Papillary renal cell carcinoma,Papillary serous adenocarcinoma,Papillary serous cystadenocarcinoma,Papillary serous cystadenoma NOS,Papillary squamous cell carcinoma,Papillary squamous cell carcinoma in situ,Papillary transitional cell carcinoma,Papillary tumor of the pineal region,Papillary urothelial carcinoma,Papilloma of bladder,Papilloma NOS,Papillomatosis glandular,Papillomatosis NOS,Papillotubular adenocarcinoma,Papillotubular adenoma,Paraganglioma benign,Paraganglioma malignant,Paraganglioma NOS,Peripheral T-cell lymphoma large cell,Peripheral T-cell lymphoma NOS,Pigmented adenoma,Pigmented basal cell carcinoma,Pigmented nevus NOS,Pituitary adenoma NOS,Pituitary carcinoma NOS,Pleomorphic adenoma,Pleomorphic carcinoma,Pleomorphic lipoma,Pleomorphic liposarcoma,Pleomorphic lobular carcinoma,Pleomorphic lobular carcinoma in situ,Precancerous melanosis NOS,Precursor B-cell lymphoblastic leukemia,Precursor B-cell lymphoblastic lymphoma,Precursor cell lymphoblastic leukemia NOS,Precursor T-cell lymphoblastic leukemia,Precursor T-cell lymphoblastic lymphoma,Preleukemia,Preleukemic syndrome,Primary amyloidosis,Pro-B ALL,Pro-T ALL,Prostatic intraepithelial neoplasia grade III,Pulmonary adenomatosis,Pulmonary artery intimal sarcoma,Pulmonary blastoma,Renal carcinoma collecting duct type,Renal cell adenocarcinoma,Renal cell carcinoma chromophobe type,Renal cell carcinoma NOS,Renal cell carcinoma sarcomatoid,Renal cell carcinoma spindle cell,Renal cell carcinoma unclassified,Renal medullary carcinoma,Rhabdoid meningioma,Rhabdoid sarcoma,Rhabdoid tumor NOS,Rhabdomyoma NOS,Rhabdomyosarcoma with ganglionic differentiation,Rhabdomyosarcoma NOS,Rhabdosarcoma,Rodent ulcer,Sarcoma NOS,Sclerosing hemangioma,Sclerosing hepatic carcinoma,Secondary carcinoma,Secretory carcinoma of breast,Serous cystadenocarcinoma NOS,Serous surface papillary carcinoma,High-grade serous carcinoma,Skin appendage carcinoma,Small cell carcinoma NOS,Small cell neuroendocrine carcinoma,Small cell osteosarcoma,Small cell sarcoma,Small congenital nevus,Spindle cell carcinoma NOS,Spindle cell melanoma NOS,Splenic B-cell lymphoma/leukemia unclassifiable,Splenic diffuse red pulp small B-cell lymphoma,Splenic lymphoma with villous lymphocytes,Splenic marginal zone B-cell lymphoma,Splenic marginal zone lymphoma NOS,Squamous cell carcinoma in situ NOS,Squamous cell carcinoma adenoid,Squamous cell carcinoma clear cell type,Squamous cell carcinoma NOS,T lymphoblastic leukemia/lymphoma,T-cell large granular lymphocytic leukemia,T-cell large granular lymphocytosis,T-cell lymphoma NOS,Teratoma malignant NOS,Teratoma NOS,Therapy related myeloid neoplasm,Transitional carcinoma,Transitional cell carcinoma,Transitional cell carcinoma in situ,Tubular adenocarcinoma,Tubular adenoma NOS,Tubular androblastoma with lipid storage,Tubular androblastoma NOS,Tubular carcinoid,Tubular carcinoma,Tubulo-papillary adenoma,Tubulocystic renal cell carcinoma,Tubulolobular carcinoma,Tubulopapillary adenocarcinoma,Tubulovillous adenoma NOS,Tumor cells benign,Tumor cells malignant,Tumor cells NOS,Tumor cells uncertain whether benign or malignant,Tumor embolus,Tumor benign,Tumor malignant NOS,Tumor metastatic,Tumor NOS,Tumor secondary,Tumorlet benign,Typical carcinoid,Unclassified tumor benign,Unclassified tumor borderline malignancy,Unclassified tumor malignant,Unclassified tumor malignant uncertain whether primary or metastatic,Unclassified tumor uncertain whether benign or malignant,Undifferentiated epithelioid sarcoma,Undifferentiated high-grade pleomorphic sarcoma,Undifferentiated leukaemia,Undifferentiated pleomorphic sarcoma,Undifferentiated round cell sarcoma,Undifferentiated sarcoma,Undifferentiated spindle cell sarcoma,Undifferentiated uterine sarcoma,unknown","","",TRUE,Diagnosis,"",https://cdebrowser.nci.nih.gov/cdebrowserClient/cdeBrowser.html#/search?publicId=6161032&version=1.0,""
Prior Malignancy,The yes/no/unknown indicator used to describe the patient's history of prior cancer diagnosis.,"Yes, No, unknown, Not Reported, Not Allowed To Collect","","",FALSE,Diagnosis,"",https://cdebrowser.nci.nih.gov/cdebrowserClient/cdeBrowser.html#/search?publicId=3382736&version=2.0,""
Prior Treatment,A yes/no/unknown/not applicable indicator related to the administration of therapeutic agents received before the body specimen was collected.,"Yes, No, unknown, Not Reported, Not Allowed To Collect","","",FALSE,Diagnosis,"","",""
